X,Y,OBJECTID,Number,Legal_Name,Business_Name,Capacity_Per_PEU,Address,Address_2,City,County,Zip_Code,Phone_Number,Latitude,Longitude,CountyName
-121.956624483,37.5339891240001,598,1477168656,LINCOLN RETIREMENT VILLA LLC,LINCOLN VILLA,76,41040 LINCOLN ST,,FREMONT,Alameda,94538,5106564373,37.533989123783,-121.956624482738,Alameda County
-116.93366289,32.7863800910001,599,1104229012,GRANITE HILLS SENIOR LIVING        ,LO-HAR SENIOR LIVING               ,68,768 DOROTHY STREET,,EL CAJON            ,San Diego ,92019,6194448270,32.786380091117,-116.93366288996,San Diego County
-117.981257624,33.815335023,600,1134866627,60 PLACES LLC,LOLA SENIOR GUEST HOME,6,8681 LOLA AVE,,STANTON,Orange,90680,714 300-4540,33.815335023131,-117.981257623984,Orange County
-117.453754115,34.0823319990001,601,1639884687,LOTUS VILLA AFFILIATE LLC,LOTUS VILLA AND MEMORY CARE,99,9448 CITRUS AVE,,FONTANA,SAN BERNARDINO,92335,909-355-6887,34.082331999243,-117.453754114664,San Bernardino County
-118.08786638,33.926628425,602,1528750015,E MAC CARE SERVICES INC,LOVING ARMS RESIDENTIAL CARE FOR SENIOR 1,6,11503 THOMAS PLACE,,NORWALK,LOS ANGELES,90650,562-864-6308,33.926628424752,-118.08786637992,Los Angeles County
-118.253585323,34.128694653,603,1093254435,LOS FELIZ RESIDENTIAL CARE         ,LOS FELIZ GARDENS                  ,199,205 E. LOS FELIZ RD,,GLENDALE            ,Los Angeles,91205,8182412273,34.12869465264,-118.253585322878,Los Angeles County
-118.311286763,33.7248248860001,604,1992882534,LITTLE SIS. OF THE POOR            ,LITTLE SIS. OF THE POOR            ,62,2100 S. WESTERN AVE,,SAN PEDRO           ,Los Angeles,90732,3105480625,33.72482488571,-118.311286763433,Los Angeles County
-117.813686113,34.0308812370001,605,1750911228,HHL CARE CORPORATION,LOVE HOME CARE FOR ELDERLY,6,22935 HAPPY HOLLOW RD,,DIAMOND BAR,Los Angeles,91765,909-217-2011,34.030881237253,-117.813686112786,Los Angeles County
-118.087855064,33.926635214,606,1528750015,E MAC CARE SERVICES INC,LOVING ARMS RESIDENTIAL CARE FOR SENIOR II,6,11507 THOMAS PLACE,,NORWALK,LOS ANGELES,90650,526-864-6308,33.926635214093,-118.087855064351,Los Angeles County
-117.973858499,33.8623243910001,607,1134750292,"V.S. MANAGEMENT FIRM, INC.         ",LOVING CARE FACILITY FOR THE       ,0,2622 WEST OLIVE AVE,,FULLERTON           ,Orange,92833,5622347657,33.862324391428,-117.973858498956,Orange County
-118.564414875,34.2453176870001,608,1245939636,LOVING HOME FOR SENIORS,LOVING HOME FOR SENIORS,6,9652 QUARTZ AVE,,CHATSWORTH,LOS ANGELES,91311,747-745-5710,34.245317687395,-118.564414874913,Los Angeles County
-117.998489392,33.7677645790001,609,1790451326,LOVING HOME CARE LLC,LOVING HOME CARE,6,13402 HOOVER STREET,,WESTMINSTER,Orange,92683,7146007083,33.767764579397,-117.998489391989,Orange County
-118.001079652,33.7092309830001,610,1801562426,WELLSPRING SENIOR HOME CARE,LUXURY LIVING SENIOR CARE,6,7261 SUNBREEZE DRIVE,,HUNTINGTON BEACH,Orange,92647,7147859555,33.709230983494,-118.001079651528,Orange County
-121.532979459,38.4965895990001,611,1083498042,"MACERO ELDER CARE, LLC","MACERO ELDER CARE, LLC",6,760 EL MACERO WAY,,SACRAMENTO,SACRAMENTO,95831,916-476-3830,38.496589599408,-121.532979459284,Sacramento County
-118.138484609,34.154438998,612,1033343561,HOME FOR LIFE FOUNDATION           ,MADISON HOUSE                      ,9,489 N MADISON AVE,,PASADENA            ,Los Angeles,91101,3103377417,34.154438997691,-118.138484609378,Los Angeles County
-119.710999215,36.8302687570001,613,1134620651,INNOVATIVE DEVELOPMENT AND         ,MAGNOLIA CROSSING                  ,60,32 W SIERRA AVE,,CLOVIS              ,Fresno,93612,5597654916,36.830268756873,-119.710999214887,Fresno County
-117.264955853,34.4318701020001,614,1457659732,REMEDIOS S VASQUEZ                 ,M & M BOARD AND CARE               ,6,18245 CHERRY ST,,HESPERIA            ,San Bernardino,92345,7609472099,34.431870102152,-117.26495585277,San Bernardino County
-121.298416509,37.899403641,615,1427761261,MAGNOLIA CARE HOME 1 LLC,MAGNOLIA CARE HOME 1,6,4727 SONGWOOD CT,,STOCKTON,SAN JOAQUIN,95206,510-409-7096,37.899403640954,-121.298416508966,San Joaquin County
-121.785282037,37.956782714,616,1245617620,MAGNOLIA GUEST HOME LLC            ,MAGNOLIA GUEST HOME ANTIOCH        ,6,2448 STANFORD WAY,,ANTIOCH             ,Contra Costa,94531,9256420427,37.956782713512,-121.785282037121,Contra Costa County
-117.872213925,33.782163557,617,1689284580,ORANGE SENIOR LIVING INC,MAINPLACE SENIOR LIVING,153,1800 W CULVER AVENUE,,ORANGE,Orange,92868,7149782534,33.782163557495,-117.872213925175,Orange County
-117.860969434,33.831715483,618,1700432333,ORANGE CAREHOME                    ,MAISON FOR MOM                     ,6,804 W BRENTWOOD AVENUE,,ORANGE              ,Orange,92865,6572236371,33.83171548314,-117.860969434428,Orange County
-119.74580138,36.872093196,619,1386043065,IMC CARE HOME INC                  ,MAPLE TREE CARE HOME               ,6,2103 E RYAN AVE,,FRESNO              ,Fresno,93720,5594347371,36.872093196433,-119.745801379786,Fresno County
-121.983911769,37.966983741,620,1245617620,MAGNOLIA GUEST HOME LLC            ,MAGNOLIA GUEST HOME LLC            ,6,1639 FAIRWOOD DR,,CONCORD             ,Contra Costa,94521,9254832610,37.966983741134,-121.983911768526,Contra Costa County
-117.15986925,33.6276847890001,621,1750098083,MAPLETON HOUSE LLC,MAPLETON HOUSE,6,33860 SALVIA LANE,,MURRIETA,Riverside,92563,951-217-8337,33.627684788605,-117.15986925045,Riverside County
-119.746233886,36.87207375,622,1386043065,IMC CARE HOME INC,MAPLE TREE CARE HOME 2,6,2081 E RYAN LANE,,FRESNO,Fresno,93720,5599165206,36.872073750418,-119.74623388599,Fresno County
-121.417193693,38.618981605,623,1023717949,DHANOA RCFE INC,MARCONI VILLA,6,2100 MARCONI AVE,,SACRAMENTO,Sacramento,95821,916-751-8052,38.618981604753,-121.417193692837,Sacramento County
-118.298152405,33.836411277,624,1689808115,HFL HARBOR GATEWAY HOMES           ,MARIPOSA HOUSE                     ,6,21218 MARIPOSA AVE,,TORRANCE            ,Los Angeles,90502,3103377417,33.836411276756,-118.298152404976,Los Angeles County
-118.027820353,33.83768059,625,1598454159,SHERGILL FOUNDATION LLC,MARIGOLD BOARD AND CARE,6,8601 SAN ROMOLO WAY,,BUENA PARK,ORANGE,90620,661-236-6787,33.837680590263,-118.027820353409,Orange County
-118.380926213,34.04562622,626,1598348625,LEAVE IT TO MANNY INC,MANNYS CARE FACILITY,6,1782 S SHERBOURNE DR,,LOS ANGELES,Los Angeles,90035,310-309-0405,34.045626220315,-118.380926213405,Los Angeles County
-117.873817048,33.8978515910001,627,1932751781,CARE BLUE WATER LLC                ,MARYKNOLL SENIOR CARE              ,0,531 WHITTEN WAY,,PLACENTIA           ,Orange,92870,8058361556,33.897851590951,-117.873817047977,Orange County
-118.229762864,33.9321880570001,628,1093498602,MARTHA'S HOUSE LLC,MARTHA'S HOUSE LLC,4,2422 E 113 ST,,LOS ANGELES,LOS ANGELES,90059,323-381-0025,33.932188057309,-118.229762864406,Los Angeles County
-118.419022634,34.211384223,629,1518652460,MARY ELLEN HOMES LLC,MARY ELLEN HOMES,6,7752 MARY ELLEN AVE,,NORTH HOLLYWOOD,LOS ANGELES,91605,818-279-1415,34.211384222941,-118.419022633889,Los Angeles County
-122.158735554,37.724968566,630,1508534314,MARYMOUNT VILLA LLC,MARYMOUNT VILLA RETIREMENT CENTER,99,345 DAVIS STREET,,SAN LEANDRO,Alameda,94577,510-895-5007,37.724968566431,-122.158735553808,Alameda County
-122.004271998,37.5990979870001,631,1043426588,MASONIC HOME OF CALIFORNIA         ,MASONIC HOME FOR ADULTS            ,242,34400 MISSION BLVD,,UNION CITY          ,Alameda,94587,5104296449,37.59909798745,-122.004271998072,Alameda County
-122.004271998,37.5990979870001,632,1043426588,MASONIC HOME OF CALIFORNIA         ,MASONIC HOME FOR ADULTS            ,242,34400 MISSION BLVD,,UNION CITY          ,Alameda,94587,5104296449,37.59909798745,-122.004271998072,Alameda County
-117.039033304,32.703618395,633,1861118242,MAYFLOWER HOME CARE LLC,MAYFLOWER HOME CARE LLC,6,7404 SKYLINE DRIVE,,SAN DIEGO,SAN DIEGO,92114,619-230-5328,32.703618394539,-117.039033303521,San Diego County
-117.855348865,34.086138557,634,1578110524,MASONIC HOME OF CALIFORNIA         ,MASONIC HOMES FOR ADULTS           ,112,1650 E OLD BADILLO ST,,COVINA              ,Los Angeles,91724,6262512200,34.086138556751,-117.855348865434,Los Angeles County
-118.351094182,34.088757021,635,1750010195,DANMAR VILLAS LLC,MELROSE GARDENS ASSISTED LIVING,100,960 NORTH MARTEL AVE,,LOS ANGELES,Los Angeles,90046,323-876-1746,34.088757021394,-118.351094181813,Los Angeles County
-118.351150341,34.0889303170001,636,1114657970,DANMAR VILLAS LLC,MELROSE GARDENS ASSISTED LIVING,31,1007 N MARTEL AVE,,WEST HOLLYWOOD,Los Angeles,90046,323-876-1746,34.088930317242,-118.351150340564,Los Angeles County
-122.406882719,37.7495963160001,637,1306479696,HAFCO ELDER CARE INC,MERCED THREE RESIDENTIAL CARE FACILITY,33,1420 HAMPSHIRE ST,,SAN FRANCISCO,San Francisco,94110,415-285-7660,37.749596316251,-122.406882719326,San Francisco County
-118.34869503,34.0860032310001,638,1053892232,MELROSE VILLAS INC                 ,MELROSE VILLAS                     ,68,823 N POINSETTIA PLACE,,LOS ANGELES         ,Los Angeles,90046,3237467840,34.086003230925,-118.348695029667,Los Angeles County
-118.022485607,33.740699121,639,1265960223,"MEADOWLARK GARDENS, INC            ","MEADOWLARK GARDENS, INC            ",6,6102 CORNELL DRIVE,,HUNTINGTON BEACH    ,Orange,92649,7148401776,33.740699120676,-118.022485607314,Orange County
-117.90353299,33.6754649480001,640,1306511589,BERGUM GROUP HOMES INC,MESA DEL MAR ELDERLY CARE HOME,6,1097 CORONA LANE,,COSTA MESA,ORANGE,92626,714-615-0079,33.675464947557,-117.90353299021,Orange County
-118.007414526,33.808298667,641,1568235729,MG & CO LLC,MG HEIGHTS I,5,10612 LEXINGTON ST,,STANTON,ORANGE,90680,818-572-3806,33.808298666872,-118.007414526309,Orange County
-117.094799698,33.5927988880001,642,1255025342,"AJUNWA, MERCILLINA NNENNA",MERCY HOME,6,32350 HEARTH GLEN CT,,WINCHESTER,RIVERSIDE,92596-8676,951-926-0195,33.592798888494,-117.094799697909,Riverside County
-117.461780038,33.8934812250001,643,1477274520,CANAAN HOME INC,MICHAEL ANDREW CENTER,6,10904 ARIZONA AVE,,RIVERSIDE,Riverside,92503,951-343-9197,33.893481224726,-117.461780038412,Riverside County
-122.39337193,37.605882761,644,1508435801,MILLBRAE ASSISTED LIVING HOME LLC,MILLBRAE ASSISTED LIVING HOME,48,1001 HEMLOCK AVENUE,,MILLBRAE,San Mateo,94030,6506895776,37.605882760885,-122.393371929598,San Mateo County
-121.78014787,37.67359014,645,1174137244,LA JOLLA COVE HOLDINGS LLC,MILAN VILLA SENIOR LIVING,24,740 HOLMES STREET,,LIVERMORE,Alameda,94550,9252854928,37.673590140265,-121.780147869969,Alameda County
-117.951467586,33.6917233670001,646,1699308155,MILES PLACE INC                    ,MILES PLACE OF FOUNTAIN VALL       ,6,18667 SAN FELIPE STREET,,FOUNTAIN VALLEY     ,Orange,92708,7149651839,33.691723367056,-117.951467585727,Orange County
-122.894885085,38.4768259100001,647,1366168296,SONOMAMODELX INC.,MIRABEL LODGE,34,6950 MIRABEL RD,,FORESTVILLE,SONOMA,95436,707-887-1754,38.476825909911,-122.894885085009,Sonoma County
-118.191902227,33.8163675480001,648,1740972074,MIRAY LIFE CARE LLC,MIRAY LIFE CARE LLC,6,3260 PINE AVENUE,,LONG BEACH,LOS ANGELES,90807,310-422-0950,33.816367547874,-118.191902226858,Los Angeles County
-118.37908823,34.0493151800001,649,1336760446,EILAT DAY CARE INC,MINI MANOR HOME,6,1606 S HOLT AVE,,LOS ANGELES,Los Angeles,90035,424-204-9023,34.049315179721,-118.379088229676,Los Angeles County
-116.527047798,33.989899011,650,1427737857,MISSION LAKE VILLA INC,MISSION LAKE VILLA INC,6,65045 BLUE SKY CIR,,DSRT HOT SPGS,RIVERSIDE,92240,760-383-3388,33.989899011324,-116.527047798283,Riverside County
-117.31230799,34.468656976,651,1891414496,MISSION OF LOVE II INC,MISSION OF LOVE II,14,11991 7TH AVENUE,,HESPERIA,SAN BERNARDINO,92345,760-947-5211,34.468656975994,-117.312307989836,San Bernardino County
-117.698216344,34.078268285,652,1548706245,MONTCLAIR ROYALE SR LIVING         ,MONTCLAIR ROYALE SR LIVING         ,236,9685 MONTE VISTA AVE,,MONTCLAIR           ,San Bernardino,91763,9096213545,34.078268284946,-117.698216344089,San Bernardino County
-118.292730319,33.974590387,653,1821655507,CREATIVE LIFESTYLES HOME           ,MONTIANO RESIDENTIAL CARE          ,24,1022 W FLORENCE AVE,,LOS ANGELES         ,Los Angeles,90044,3237589539,33.974590387183,-118.29273031945,Los Angeles County
-117.967102853,33.8638175020001,654,1881369742,MOM'S RETREAT BOARD & CARE HOME LLC,MOM'S RETREAT BOARD & CARE HOME,6,607 SOUTH PINE DRIVE,,FULLERTON,Orange,92833,714-829-5024,33.86381750175,-117.967102852635,Orange County
-118.307968955,33.7994177890001,655,1386319390,MONTOAK SENIOR LIVING INC,MONTOAK SENIOR LIVING INC,12,1700 248TH STREET,,LOMITA,Los Angeles,90717,310-406-6193,33.799417789001,-118.307968954699,Los Angeles County
-117.584832496,33.9443430320001,656,1063020329,BROOKE & SIMM INC,MORNING MIST HOMECARE,6,7902 NATOMA STREET,,EASTVALE,Riverside,92880,9492331969,33.944343032289,-117.584832495816,Riverside County
-117.80839621,34.001009895,657,1548439896,MOUNTAIN VIEW CENTERS              ,MOUNTAIN VIEW COTTAGES I           ,6,1147 CLEGHORN DRIVE,,DIAMOND BAR         ,Los Angeles,91765,9096266633,34.001009894535,-117.808396209873,Los Angeles County
-121.328793029,38.6120638520001,658,1770998080,GRANDCARE INC                      ,MOUNTAIN MANOR SENIOR RESIDE       ,33,6101 FAIR OAKS BLVD,,CARMICHAEL          ,Sacramento,95608,9164887211,38.612063852424,-121.328793028988,Sacramento County
-118.309969044,33.7925452150001,659,1063298065,MONTOAK ONE INC,MONTOAK ONE INC,6,1811 255TH ST,,LOMITA,LOS ANGELES,90717,310-906-7713,33.79254521513,-118.309969044435,Los Angeles County
-117.706941402,34.0766198580001,660,1548439896,MOUNTAIN VIEW CENTERS              ,MOUNTAIN VIEW COTTAGES VIII        ,6,9779 RAMONA AVE,,MONTCLAIR           ,San Bernardino,91763,9096266633,34.076619857958,-117.706941402381,San Bernardino County
-117.352594099,34.120764283,661,1548439896,MOUNTAIN VIEW CENTERS,MOUNTAIN VIEW COTTAGES VII,6,917 EAST MESA DRIVE,,RIALTO,San Bernardino,92376,9095664000,34.120764282588,-117.352594098706,San Bernardino County
-117.727254526,34.121682772,662,1548439896,MOUNTAIN VIEW CENTERS              ,MOUNTAIN VIEW COTTAGES             ,40,715 W BASELINE ROAD,,CLAREMONT           ,Los Angeles,91711,9096266633,34.121682771538,-117.727254525631,Los Angeles County
-117.108202948,34.06962407,663,1801498357     ,MOUNTAIN VIEW PLEASANT             ,MOUNTAIN VIEW PLEASANT LIVIN       ,0,2258 MENTONE BLVD,,MENTONE             ,San Bernardino,92359,9098101500,34.06962407011,-117.10820294782,San Bernardino County
-117.845463333,34.099454677,664,1548439896,MOUNTAIN VIEW CENTERS              ,MOUNTAIN VIEW COTTAGES IV          ,6,21027 COVINA BLVD,,COVINA              ,Los Angeles,91724,9096266633,34.099454676779,-117.845463332648,Los Angeles County
-119.709121082,36.844277683,665,1164153664,THE BRICE GROUP INC,MRS. SCOTT'S WHERE THE HEART IS  HOMES - SAN FRANCISCO,6,149 OAK AVE,,CLOVIS,Fresno,93611,559-970-5619,36.844277683107,-119.709121081843,Fresno County
-118.565601333,34.2509757230001,666,1578247128,"MY HOME FACILITY, INC",MY HOME FACILITY,6,19837 SEPTO STREET,,CHATSWORTH,LOS ANGELES,91311,830-505-5505,34.250975723495,-118.565601333308,Los Angeles County
-119.740181565,36.8342981050001,667,1811317183,DARYL MUMFORD                      ,"MUMS HOME SWEET HOME 2, INC        ",6,6711 N SIERRA VISTA AVE,,FRESNO              ,Fresno,93710,5592997520,36.834298105368,-119.740181565164,Fresno County
-119.740202436,36.8343606340001,668,1679912398,DARYL MUMFORD                      ,"MUMS HOME SWEET HOME, INC          ",6,6723 N SIERRA VISTA AVE,,FRESNO              ,Fresno,93710,5592997520,36.834360634365,-119.740202436103,Fresno County
-118.616637149,34.1917696890001,669,1255880167,MY SERENITY BOARD AND CARE         ,MY SERENITY BOARD AND CARE         ,6,6658 CAPISTRANO AVE,,WEST HILLS          ,Los Angeles,91307,3233278554,34.191769689411,-118.616637149181,Los Angeles County
-118.385669449,34.2039833800001,670,1467168245,NANA'S DREAM HOUSE CORP,NANA'S DREAM HOUSE,6,7333 IRVINE AVE,,NORTH HOLLYWOOD,LOS ANGELES,91605,818-392-0843,34.203983379623,-118.385669448593,Los Angeles County
-117.146752243,33.5471842360001,671,1629775952,NEW HOPE RESIDENTIAL ELDER CARE LLC,NEW HOPE RESIDENTIAL ELDER CARE,5,39520 BONAIRE WAY,,MURRIETA,RIVERSIDE,92563-2549,951-837-0525,33.547184236137,-117.146752242533,Riverside County
-118.406756976,34.0315221180001,672,1053517581,SISTERS OF NAZARETH/LA             ,"NAZARETH HOUSE/ LA, INC            ",158,3333 MANNING AVENUE,,LOS ANGELES         ,Los Angeles,90064,3108392361,34.03152211757,-118.406756975878,Los Angeles County
-117.133951987,33.6134430970001,673,1922674423,NEW HOPE RESIDENTIAL ELDER CARE LLC,NEW HOPE RESIDENTIAL ELDER CARE II,6,30221 POWDERHORN LN,,MURRIETA,Riverside,92563,9516002941,33.61344309692,-117.133951986737,Riverside County
-117.100254976,33.5975131640001,674,1629775952,NEW HOPE RESIDENTIAL ELDER CARE LLC,NEW HOPE RESIDENTIAL ELDER CARE III,6,36040 PEPPERDINE COURT,,WINCHESTER,RIVERSIDE,92596,951-599-4585,33.597513164206,-117.100254975772,Riverside County
-121.404221105,38.4295826960001,675,1285151639,N J CARE HOME LLC                  ,N J CARE HOME LLC                  ,6,8200 WOODED BROOK DR,,ELK GROVE           ,Sacramento,95758,9162480652,38.429582695677,-121.404221105112,Sacramento County
-117.983775212,33.8102853460001,676,1235609793,"NEW HORIZON LODGE, INC             ",NEW HORIZON LODGE                  ,120,8541 WEST CERRITOS AVE,,STANTON             ,Orange,90680,7148215780,33.810285345563,-117.983775212422,Orange County
-117.934275883,33.62759594,677,1053054213,"CORKTREE HOLDINGS, LLC",NEWPORT BEACH MEMORY CARE,42,1000 HALYARD,,NEWPORT BEACH,ORANGE,92663,949-220-9700,33.627595940431,-117.934275883219,Orange County
-118.475973391,34.2510787370001,678,1831876655,"NH CARE, LLC","NH CARE, LLC",6,15757 SEPTO ST,,NORTH HILLS,LOS ANGELES,91343,818-919-9181,34.251078737085,-118.475973391196,Los Angeles County
-118.602712293,34.22226892,679,1538858535,"NEW HOPE SENIOR CARE, INC",NEW HOPE SENIOR CARE,6,8403 HILLVIEW AVENUE,,CANOGA PARK,LOS ANGELES,91304,818-355-2632,34.222268920495,-118.602712293436,Los Angeles County
-117.526876748,33.836185594,680,1205536786,CORONA SENIOR MANOR LLC,NEW HORIZONS,15,7550 RUDELL RD,,CORONA,RIVERSIDE,92881,562-350-8537,33.836185594013,-117.526876748319,Riverside County
-117.405259189,34.0901558350001,681,1578038360,NICK'S MAPLE HOME LLC              ,NICK'S MAPLE HOME LLC              ,22,9008 S MAPLE AVE,,FONTANA             ,San Bernardino,92335,7862196008,34.090155835305,-117.405259188919,San Bernardino County
-118.422913849,34.213393239,682,1114664380,AA HIGH QUALITY HOME INC,NOBLE CARE,6,13300 ARMINTA ST,,NORTH HOLLYWOOD,Los Angeles,91605,818-517-6594,34.213393239404,-118.422913848619,Los Angeles County
-117.686390233,33.613454329,683,1699308155,MILES PLACE INC                    ,NORA'S PLACE 2                     ,6,25451 ADRIANA STREET,,MISSION VIEJO       ,Orange,92691,9494588364,33.61345432867,-117.68639023308,Orange County
-117.683840542,33.612867973,684,1699308155,MILES PLACE INC,NORA'S PLACE 1,6,25612 ADRIANA ST,,MISSION VIEJO,Orange,92691,9492739951,33.612867972633,-117.683840541953,Orange County
-119.802517779,36.819300701,685,1487335709,"EVERGREEN LIFE CRE HMES, INC",NORTHWEST VILLA,6,542 W BROWNING AVE,,FRESNO,FRESNO,93704,559-448-8964,36.819300701292,-119.80251777908,Fresno County
-118.540486302,34.22335115,686,1457974685,NORTHRIDGE VILLA FOR ELDERLY       ,NORTHRIDGE VILLA FOR ELDERLY       ,6,8419 YOLANDA AVE,,NORTHRIDGE          ,Los Angeles,91324,6615269670,34.223351149924,-118.540486301547,Los Angeles County
-117.847107694,33.8845012310001,687,1124695184,NORAS RESIDENCE CARE,NORAS RESIDENCE OF PLACENTIA,6,1217 WARREN ST,,PLACENTIA,Orange,92870,7147783949,33.884501230849,-117.847107694413,Orange County
-117.806270559,33.7610666840001,688,1790392124,NOTHING HILLS GUEST HOME LLC,NOTHING HILLS GUEST HOME LLC,6,13901 HEWES AVE,,SANTA ANA,ORANGE,92705,213-446-1695,33.761066684388,-117.806270559228,Orange County
-118.0880999,33.916196518,689,1821653957,NORWALK RETIREMENT VILLA LLC       ,SAVANT OF NORWALK,80,11515 FIRESTONE BLVD,,NORWALK             ,Los Angeles,90650,5623799200,33.916196517607,-118.088099899743,Los Angeles County
-118.131139967,34.194805699,690,1215191358,"NORTH LAKE VILLAS, INC             ",NORTH LAKE VILLAS                  ,30,2851 NORTH LAKE AVE,,ALTADENA            ,Los Angeles,91001,6263988668,34.19480569856,-118.13113996672,Los Angeles County
-117.059881192,33.12519753,691,1376056002,AFFORDABLE SENIOR HOUSING FO       ,OAK HILL RESIDENTIAL CARE I        ,15,612 TRANQUILITY GLEN,,ESCONDIDO           ,San Diego ,92027,7607438843,33.125197530317,-117.059881192194,San Diego County
-118.491134242,34.2746997780001,692,1275222135,NVM COMFORT HOMES LLC,NVM COMFORT HOMES LLC,6,16473 MCKEEVER ST,,GRANADA HILLS,LOS ANGELES,91344,818-217-4926,34.274699778424,-118.491134242383,Los Angeles County
-117.059712632,33.124924616,693,1376056002,AFFORDABLE SENIOR HOUSING FO       ,OAK HILL RESIDENTIAL CARE II       ,15,622 TRANQUILITY GLEN,,ESCONDIDO           ,San Diego ,92027,7607438843,33.124924615549,-117.059712632121,San Diego County
-117.059384481,33.124432346,694,1376056002,AFFORDABLE SENIOR HOUSING FO       ,OAK HILL RESIDENTIAL CARE IV       ,15,642 TRANQUILITY GLEN,,ESCONDIDO           ,San Diego ,92027,7607438843,33.124432346376,-117.059384480612,San Diego County
-117.059251627,33.1242339890001,695,1376056002,AFFORDABLE SENIOR HOUSING FO       ,OAK HILL RESIDENTIAL CARE V        ,15,652 TRANQUILITY GLEN,,ESCONDIDO           ,San Diego ,92027,7607438843,33.124233988637,-117.059251627447,San Diego County
-117.059138556,33.1240582620001,696,1376056002,AFFORDABLE SENIOR HOUSING FO       ,OAK HILL RESIDENTIAL CARE VI       ,15,662 TRANQUILITY GLEN,,ESCONDIDO           ,San Diego ,92027,7607438843,33.124058262037,-117.059138555573,San Diego County
-117.059561506,33.1246964600001,697,1376056002,AFFORDABLE SENIOR HOUSING FO       ,OAK HILL RESIDENTIAL CAREIII       ,15,632 TRANQUILITY GLEN,,ESCONDIDO           ,San Diego ,92027,7607438843,33.124696460145,-117.059561506407,San Diego County
-121.721023937,37.995214913,698,1801462791,OAKLEY ASSISTED LIVING II LLC,OAKLEY ASSISTED LIVING II,6,1449 BUTTONS CT,,OAKLEY,Contra Costa,94561,9252196165,37.995214913038,-121.721023936626,Contra Costa County
-117.060204315,33.1253306770001,699,1376056002,AFFORDABLE SENIOR HOUSING FO       ,OAK HILL RESIDENTIAL CAREVII       ,15,1353 OAK HILL DRIVE,,ESCONDIDO           ,San Diego ,92027,7607438843,33.125330676849,-117.060204314562,San Diego County
-117.714957268,34.086615319,700,1730678756,GT MADISON REALTY LLC              ,OAK PARK MANOR LP                  ,54,501 SOUTH COLLEGE AVENUE,,CLAREMONT           ,Los Angeles,91711,9096260117,34.086615319404,-117.714957267845,Los Angeles County
-121.714003087,37.994052427,701,1447734025,"OAKLEY ASSISTED LIVING, LLC        ","OAKLEY ASSISTED LIVING, LLC        ",6,531 O'HARA AVENUE,,OAKLEY              ,Contra Costa,94561,9252306804,37.994052426887,-121.714003086888,Contra Costa County
-121.34520907,38.4028375930001,702,1093426363,OAKS FAMILY CARE INC,OAKS FAMILY CARE,6,9456 BLUE DIAMOND WAY,,ELK GROVE,SACRAMENTO,95624,916-714-1796,38.402837593296,-121.345209070176,Sacramento County
-118.24743661,34.130372374,703,1699156331,OAKRIDGE INN RCFE LLC              ,OAKRIDGE INN                       ,6,1281 OAKRIDGE DR.,,GLENDALE            ,Los Angeles,91205,8184829117,34.130372374379,-118.247436610166,Los Angeles County
-117.318443124,33.242081619,704,1194167429,"KHAMSY SIHARATH, RN                ",OCEANSIDE REST HOME #2             ,6,15 SHASTA COURT,,OCEANSIDE           ,San Diego ,92057,7605295532,33.242081619446,-117.318443123865,San Diego County
-118.502375799,34.2563304600001,705,1548894843,NORTH HILLS RETIREMENT HOTEL       ,OLIVE BRANCH ASSISTED LIVING       ,146,10215 BALBOA BLVD,,NORTHRIDGE          ,Los Angeles,91325,8183688581,34.256330460429,-118.502375799465,Los Angeles County
-117.319019799,33.2446545280001,706,1396365078,"OCEANSIDE REST HOME, INC           ","OCEANSIDE REST HOME, INC           ",6,4451 SAN JOAQUIN ST,,OCEANSIDE           ,San Diego ,92057,7604333736,33.244654528445,-117.319019798804,San Diego County
-121.269374975,38.698190674,707,1265114656,MAKENA BAY LLC,OAKWOOD MEADOWS ASSISTED LIVING,78,7241 CANELO HILLS DR,,CITRUS HEIGHTS,SACRAMENTO,95610,916-722-2800,38.69819067358,-121.269374974663,Sacramento County
-118.286155638,33.8328764610001,708,1184010654,"FIRE DRAGON INVESTMENT, LLC        ",OLIVIA ISABEL MANOR                ,110,21515 SOUTH FIGUEROA ST,,CARSON              ,Los Angeles,90745,3103285116,33.832876460549,-118.286155638418,Los Angeles County
-117.713658995,33.5206027070001,709,1407209430,FRASOULI CARE HOME                 ,ORANGE COUNTY CARE HOME I          ,6,23800 HILLHURST DRIVE,,LAGUNA NIGUEL       ,Orange,92677,9495457207,33.520602706597,-117.713658994862,Orange County
-117.649479181,33.6342798800001,710,1407209430,FRASOULI CARE HOME                 ,ORANGE COUNTY CARE HOME II         ,6,27561 ALMENDRA DRIVE,,MISSION VIEJO       ,Orange,92691,9492061096,33.634279879571,-117.649479181342,Orange County
-117.256433637,33.184220587,711,1922718691,OUR FAMILY CARE HOME LLC,OUR FAMILY CARE HOME LLC,6,810 CENTENNIAL DRIVE,,VISTA,SAN DIEGO,92081,760-630-2762,33.184220587455,-117.256433636535,San Diego County
-116.9816202,34.147412784,712,1730627050,INTEGRATED ELDER CARE INC          ,PACIFIC PINES                      ,15,5850 MANZANITA AVE,,ANGELUS OAKS        ,San Bernardino,92305,9098014904,34.147412783535,-116.981620200435,San Bernardino County
