Name,Facility Type,AHCA Number (File Number),Phone Number,Licensed Beds,License ID,License Number,License Status,Closed Date,License Effective Date,License Expiration Date,Street Address,Street Address 2,Street City,Street Zip,Street State,Street County,Mailing Address,Mailing Address 2,Mailing City,Mailing State,Mailing Zip,Mailing County,Owner,Owner Since,Profit Status,Web Address,Admin/CEO
RENLIV MANOR ALF LLC,Assisted Living Facility,11969529,(561) 247-7531,5,430846,13419,LICENSED,,5/20/2024 12:00:00 AM,5/19/2026 12:00:00 AM,17930 62ND RD NORTH,,LOXAHATCHEE,33470,FL,Palm Beach,17930 62ND RD NORTH,,LOXAHATCHEE,FL,33470,Palm Beach,RENLIV MANOR ALF LLC,4/10/2019 12:00:00 AM,For-Profit,,YOLENE EUGENE
RESIDENCE AT PADDOCK PARK II (THE),Assisted Living Facility,11967703,(561) 333-5912,6,291570,11737,LICENSED,,5/3/2024 12:00:00 AM,5/2/2026 12:00:00 AM,13988 PADDOCK DRIVE,,WELLINGTON,33414,FL,Palm Beach,13988 PADDOCK DRIVE,,WELLINGTON,FL,33414,Palm Beach,"THE RESIDENCE AT PADDOCK PARK, INC",9/11/2009 12:00:00 AM,For-Profit,ResidenceatPaddock.com,LENA YOLANDA RAMIREZ DIAZ
"RESIDENCE AT PADDOCK PARK, INC",Assisted Living Facility,11967194,(561) 791-2630,6,253701,11250,LICENSED,,5/27/2024 12:00:00 AM,5/26/2026 12:00:00 AM,14622 PADDOCK DR,,WELLINGTON,33414-7822,FL,Palm Beach,14622 PADDOCK DR,,WELLINGTON,FL,33414-7822,Palm Beach,"THE RESIDENCE AT PADDOCK PARK, INC",2/26/2008 12:00:00 AM,For-Profit,RESIDENCEATPADDOCK.COM,LENA YOLANDA RAMIREZ DIAZ
RESIDENCE CLUB AT SEMINOLE,Assisted Living Facility,11943061,(727) 397-1155,15,2316,8378,LICENSED,,4/9/2024 12:00:00 AM,4/8/2026 12:00:00 AM,11177 70TH AV N,,SEMINOLE,33772,FL,Pinellas,11177 70TH AV N,,SEMINOLE,FL,33772,Pinellas,SILMAR PASTOR CORPORATION,1/9/2004 12:00:00 AM,For-Profit,Residence Club At Seminole,MARILYN IGNACIO PASTOR
"RESIDENCE OF STUART, INC (THE)",Assisted Living Facility,11932598,(772) 692-2577,12,2009,8163,LICENSED,,4/23/2024 12:00:00 AM,4/22/2026 12:00:00 AM,1048 NW FORK RD,,STUART,34994-7603,FL,Martin,1048 NW FORK RD,,STUART,FL,34994-7603,Martin,"RESIDENCE OF STUART, INC. (THE)",9/13/1993 12:00:00 AM,For-Profit,www.theresidenceofstuart.com,SOSAMMA THOMAS
RESIDENCIA CASABELLA ALF CORP,Assisted Living Facility,11968447,(305) 829-1504,6,343324,12345,IN REVIEW,,7/1/2023 12:00:00 AM,6/30/2025 12:00:00 AM,8324 NW 195TH TERR,,HIALEAH,33015,FL,Miami-Dade,8324 NW 195TH TER,,HIALEAH,FL,33015-5944,Miami-Dade,RESIDENCIA CASABELLA ALF CORP,12/19/2012 12:00:00 AM,For-Profit,,ENMANUEL CORDERO GARCIA
RESIDENCIA ILENIA INC,Assisted Living Facility,11967435,(305) 642-5407,6,272230,11469,LICENSED,,1/25/2025 12:00:00 AM,1/24/2027 12:00:00 AM,475 SW 25TH AVENUE,,MIAMI,33135,FL,Miami-Dade,475 SW 25TH AVENUE,,MIAMI,FL,33135,Miami-Dade,RESIDENCIA ILENIA INC,8/28/2008 12:00:00 AM,For-Profit,,NOEMI REYES
RESIDENCIA MARBELLA ALF CORP,Assisted Living Facility,11967700,(305) 481-2927,6,291551,11698,IN REVIEW,,2/21/2024 12:00:00 AM,2/20/2026 12:00:00 AM,19807 NW 86 CT,,MIAMI,33015,FL,Miami-Dade,17211 NW 82 CT,,HIALEAH,FL,33015,Miami-Dade,RESIDENCIA MARBELLA ALF CORP,9/10/2009 12:00:00 AM,For-Profit,,MARIA EUGENIA FERRIOL
RESIDENCIA SALOME INC,Assisted Living Facility,11965740,(305) 926-9169,6,4625,10094,IN REVIEW,,1/20/2024 12:00:00 AM,1/19/2026 12:00:00 AM,3525 SW 130 AVENUE,,MIAMI,33175,FL,Miami-Dade,3525 SW 130 AVENUE,,MIAMI,FL,33175,Miami-Dade,"RESIDENCIA SALOME, INC.",7/13/2001 12:00:00 AM,For-Profit,,YANELIS TEJEDA
"RESIDENTIAL HOME FOR ADULT CARE I, INC.",Assisted Living Facility,11965657,(305) 633-9106,14,4543,10018,IN REVIEW,,8/8/2023 12:00:00 AM,8/7/2025 12:00:00 AM,1535 NW 25 AVE,,MIAMI,33125,FL,Miami-Dade,1535 NW 25 AVE,,MIAMI,FL,33125,Miami-Dade,"RESIDENTIAL HOME FOR ADULT CARE I, INC",3/22/2005 12:00:00 AM,For-Profit,,RONALD URRA
"RESIDENTIAL PLAZA AT BLUE LAGOON, INC",Assisted Living Facility,11911395,(305) 267-2700,350,1510,7551,IN REVIEW,,12/22/2023 12:00:00 AM,12/21/2025 12:00:00 AM,5617 NW 7 STREET,,MIAMI,33126,FL,Miami-Dade,5617 NW 7 STREET,,MIAMI,FL,33126,Miami-Dade,"RESIDENTIAL PLAZA AT BLUE LAGOON, INC.",9/27/1993 12:00:00 AM,For-Profit,www.residentialplaza.com,BARBARA GALINDO
RESTORED LIVING FACILITY,Assisted Living Facility,11967626,(305) 879-5171,5,286614,11648,IN REVIEW,,11/25/2023 12:00:00 AM,11/24/2025 12:00:00 AM,1470 NW 174 STREET,,MIAMI GARDENS,33169,FL,Miami-Dade,1470 NW 174 STREET,,MIAMI GARDENS,FL,33169,Miami-Dade,RESTORED LIVING FACILITY,6/27/2011 12:00:00 AM,For-Profit,,ENRIQUE GOMEZ
"REVELATION ALF, CORP",Assisted Living Facility,11969639,(305) 283-3630,6,442610,13408,IN LITIGATION,,3/26/2026 12:00:00 AM,4/28/2026 12:00:00 AM,8026 NW 162ND ST,,MIAMI LAKES,33016,FL,Miami-Dade,8026 NW 162ND  ST,,MIAMI LAKES,FL,33016,Miami-Dade,REVELATION ALF CORP,1/29/2020 12:00:00 AM,For-Profit,,RITA ALFONSO
"REYES SENIOR CARE OF MIAMI, INC.",Assisted Living Facility,11967146,(305) 554-4067,6,250783,11213,LICENSED,,9/21/2024 12:00:00 AM,9/20/2026 12:00:00 AM,9830 SW 3 STREET,,MIAMI,33174,FL,Miami-Dade,9830 SW 3 STREET,,MIAMI,FL,33174,Miami-Dade,"REYES SENIOR CARE OF MIAMI, INC.",6/23/2010 12:00:00 AM,For-Profit,,CELSA ALVAREZ
REYSE ALF CORP.,Assisted Living Facility,11965528,(305) 642-9903,14,4420,9934,LICENSED,,2/6/2025 12:00:00 AM,2/5/2027 12:00:00 AM,20-22 NW 40 COURT,,MIAMI,33126,FL,Miami-Dade,20-22 NW 40 COURT,,MIAMI,FL,33126,Miami-Dade,REYSE CORPORATION,6/1/2000 12:00:00 AM,For-Profit,,GUADALUPE COLL
RICHLAND RETIREMENT HOME LLC,Assisted Living Facility,11964927,(305) 444-7776,14,3851,9475,LICENSED,,4/1/2025 12:00:00 AM,3/31/2027 12:00:00 AM,3508 SW 26 STREET,,MIAMI,33133,FL,Miami-Dade,3508 SW 26 STREET,,MIAMI,FL,33133,Miami-Dade,RICHLAND RETIREMENT HOME LLC,4/1/2021 12:00:00 AM,For-Profit,,LINA FIFFEESCANIO
"RICK & DAUVY ALF, INC",Assisted Living Facility,11967220,(305) 345-6751,6,255991,11343,LICENSED,,6/5/2024 12:00:00 AM,6/4/2026 12:00:00 AM,23120 SW 124 AVENUE,,CUTLER RIDGE,33170,FL,Miami-Dade,23120 SW 124 AVENUE,,CUTLER RIDGE,FL,33170,Miami-Dade,"RICK & DAUVY ALF, INC",1/25/2008 12:00:00 AM,For-Profit,,ALEXANDER PRUNA
RIGHT TIME RIGHT PLACE LIMITED LIABILITY COMPANY,Assisted Living Facility,11968294,(904) 766-7885,14,333085,12216,LICENSED,,7/22/2025 12:00:00 AM,7/21/2027 12:00:00 AM,6140 CLEVELAND RD,,JACKSONVILLE,32209-1904,FL,Duval,6140 CLEVELAND RD,,JACKSONVILLE,FL,32209-1904,Duval,RIGHT TIME RIGHT PLACE LIMITED LIABILITY COMPANY,7/22/2021 12:00:00 AM,For-Profit,,MONICA SULLIVAN
RILIZ HOME CORP.,Assisted Living Facility,11967168,(305) 825-4270,6,251901,11177,IN REVIEW,,3/6/2024 12:00:00 AM,3/5/2026 12:00:00 AM,8777 NW 110 STREET,,HIALEAH GARDENS,33018,FL,Miami-Dade,8777 NW 110 STREET,,HIALEAH GARDENS,FL,33018,Miami-Dade,RILIZ HOME CORP,12/6/2007 12:00:00 AM,For-Profit,,OBDULIA REGUEIRA CACERES
RISING OAKS ASSISTED LIVING,Assisted Living Facility,11969238,(386) 364-2273,52,401843,13041,IN REVIEW,,11/7/2023 12:00:00 AM,11/6/2025 12:00:00 AM,201 RANCHERA ST NW,,LIVE OAK,32064,FL,Suwannee,201 RANCHERA ST NW,,LIVE OAK,FL,32064,Suwannee,"SMITH & SORENSEN, LLC",6/12/2017 12:00:00 AM,For-Profit,www.risingoaksalf.com,CRYSTAL DUCKSWORTH
RITA DE ACACIAS ALF CORP,Assisted Living Facility,11969635,(321) 732-3311,6,442522,13421,LICENSED,,5/22/2024 12:00:00 AM,5/21/2026 12:00:00 AM,5241 LIMA PL,,ORLANDO,32807,FL,Orange,5241 LIMA PL,,ORLANDO,FL,32807,Orange,RITA DE ACACIAS ALF CORP,11/15/2019 12:00:00 AM,For-Profit,,JOAQUIN E ZABALA
"RITA MARIA GROUP HOME, INC.",Assisted Living Facility,11966756,(786) 376-2155,6,216683,10908,LICENSED,,1/18/2025 12:00:00 AM,1/17/2027 12:00:00 AM,15348 SW 33 LANE,,MIAMI,33185,FL,Miami-Dade,15348 SW 33 LANE,,MIAMI,FL,33185,Miami-Dade,RITA MARIA GROUP HOME INC,7/21/2006 12:00:00 AM,For-Profit,,CARLOS MENENDEZ
"RITA MARIA TWO ALF, INC",Assisted Living Facility,11968519,(786) 391-1398,6,349351,12432,IN REVIEW,,2/3/2024 12:00:00 AM,2/2/2026 12:00:00 AM,16649 SW 44 ST,,MIAMI,33185,FL,Miami-Dade,1352 SW 154TH CT,,MIAMI,FL,33194,Miami-Dade,RITA MARIA TWO ALF INC,6/19/2013 12:00:00 AM,For-Profit,,ANGELA M MENENDEZ
RIVERS EDGE ASSISTED LIVING LLC,Assisted Living Facility,11969598,(407) 272-1321,7,439390,13389,LICENSED,,4/6/2024 12:00:00 AM,4/5/2026 12:00:00 AM,1315 ROCKLEDGE DR,,ROCKLEDGE,32955,FL,Brevard,PO BOX 185,,COCOA,FL,32923-0185,Brevard,"RIVER'S EDGE ASSISTED LIVING, LLC",1/1/2016 12:00:00 AM,For-Profit,,KEISHA ARASHIA RAINES
"RIVERSIDE COTTAGES @ THE SHORES, LLC",Assisted Living Facility,11968907,(904) 342-2590,72,376348,12763,LICENSED,,2/10/2026 12:00:00 AM,2/9/2028 12:00:00 AM,471 SHORES BLVD,,SAINT AUGUSTINE,32086,FL,St. Johns,PO BOX 3444,,SAINT AUGUSTINE,FL,32085,St. Johns,"RIVERSIDE COTTAGES @ THE SHORES, LLC",9/1/2015 12:00:00 AM,For-Profit,www.riversidecottagesalf.com,LOVETTIE EMILY WESEE
"RIVERTOWN ASSISTED LIVING, LLC",Assisted Living Facility,11968572,(850) 647-1077,30,352819,12439,LICENSED,,2/16/2026 12:00:00 AM,2/15/2028 12:00:00 AM,16354 SW CHIPOLA RD,,BLOUNTSTOWN,32424,FL,Calhoun,16354 SW CHIPOLA RD,,BLOUNTSTOWN,FL,32424,Calhoun,"RIVERTOWN ASSISTED LIVING, LLC",10/8/2013 12:00:00 AM,For-Profit,,TAMMY MARTIN
RIVERTOWN SENIOR CARE,Assisted Living Facility,11968643,(850) 674-1090,20,358343,12565,LICENSED,,12/24/2024 12:00:00 AM,12/23/2026 12:00:00 AM,17112 NW CHARLIE JOHNS ST,,BLOUNTSTOWN,32424,FL,Calhoun,17112 NW CHARLIE JOHNS ST,,BLOUNTSTOWN,FL,32424,Calhoun,SARAH A ROPER,5/5/2014 12:00:00 AM,For-Profit,,BRITNEY ANN WESNER
RIVERVIEW RETIREMENT CENTER,Assisted Living Facility,11910124,(321) 383-2125,27,802,7358,LICENSED,,4/14/2025 12:00:00 AM,4/13/2027 12:00:00 AM,4470 SOUTH WASHINGTON AVE,,TITUSVILLE,32780,FL,Brevard,4470 SOUTH WASHINGTON AVE,,TITUSVILLE,FL,32780,Brevard,"RBHF, DBA, RIVERVIEW RETIREMENT CENTER",1/14/2015 12:00:00 AM,For-Profit,,ROSALINA FRANCISCO
RIVERWOOD ALF,Assisted Living Facility,11968640,(813) 407-6888,6,358303,12506,LICENSED,,5/19/2024 12:00:00 AM,5/18/2026 12:00:00 AM,7211 RIVERWOOD BLVD,,TAMPA,33615-2001,FL,Hillsborough,7211 RIVERWOOD BLVD,,TAMPA,FL,33615-2001,Hillsborough,RIVERWOOD ASSISTED LIVING FACILITY INC,5/19/2014 12:00:00 AM,For-Profit,,RENE LOPEZ-MARTINEZ
RIVIERA ASSISTED LIVING RESIDENCES,Assisted Living Facility,11965030,(386) 677-5000,80,3952,9473,LICENSED,,10/20/2025 12:00:00 AM,10/19/2027 12:00:00 AM,1825 RIDGEWOOD AVENUE,,HOLLY HILL,32117,FL,Volusia,255 WASHINGTON ST,STE 230 ATTN: LICENSING,NEWTON,MA,02458-1644,,SNH SE HOLLY HILL TENANT LLC,7/22/2011 12:00:00 AM,For-Profit,https://www.fivestarseniorliving.com/communities/fl/holly-hill/riviera-senior-living,MARILYN CAMERON
ROBERT H JENKINS JR VETERANS DOMICILIARY HOME OF FLORIDA,Assisted Living Facility,11922362,(386) 758-0600,150,1871,7975,LICENSED,,4/14/2025 12:00:00 AM,4/13/2027 12:00:00 AM,751 SE SYCAMORE TERRACE,,LAKE CITY,32025,FL,Columbia,751 SE SYCAMORE TERRACE,,LAKE CITY,FL,32025,Columbia,VETERANS' DOMICILIARY HOME OF FL DEPT. OF VET. AFF,11/3/2000 12:00:00 AM,Not-For-Profit,www.floridavets.org,LUCILLE BOWERS
ROCIO DEL SOL NACIENTE LLC,Assisted Living Facility,11966235,(305) 964-5669,6,173283,10491,IN REVIEW,,3/19/2025 12:00:00 AM,12/21/2024 12:00:00 AM,11850 SW 189 STREET,,MIAMI,33177,FL,Miami-Dade,11850 SW 189 STREET,,MIAMI,FL,33177,Miami-Dade,ROCIO DEL SOL NACIENTE LLC,12/22/2022 12:00:00 AM,For-Profit,,CRISTINA RUANO
"ROCIOS HOME FOREVER, INC",Assisted Living Facility,11968652,(786) 209-4975,6,358998,12534,IN REVIEW,,2/28/2024 12:00:00 AM,2/27/2026 12:00:00 AM,11751 SW 172 ST,,MIAMI,33177,FL,Miami-Dade,11751 SW 172 ST,,MIAMI,FL,33177,Miami-Dade,ROCIO'S HOME FOREVER INC,12/26/2017 12:00:00 AM,For-Profit,,OSCAR DE LEON
"ROCKWELL SENIORS, INC",Assisted Living Facility,11967714,(561) 245-8836,6,292461,11729,IN REVIEW,,1/15/2024 12:00:00 AM,1/14/2026 12:00:00 AM,22198 ENSENADA WAY,,BOCA RATON,33433-4613,FL,Palm Beach,22198 ENSENADA WAY,,BOCA RATON,FL,33433-4613,Palm Beach,"ROCKWELL SENIORS, INC.",6/22/2012 12:00:00 AM,For-Profit,,PATRICIA ANDREA ANDERSON
"ROCKWELL SENIORS, INC. II",Assisted Living Facility,11967863,(954) 421-9115,7,299854,11864,LICENSED,,11/3/2024 12:00:00 AM,11/2/2026 12:00:00 AM,5030 NW 44TH AVENUE,,COCONUT CREEK,33073,FL,Broward,5030 NW 44TH AVENUE,,COCONUT CREEK,FL,33073,Broward,"ROCKWELL SENIORS, INC.",4/9/2010 12:00:00 AM,For-Profit,,PATRICIA ANDREA ANDERSON
ROME'S PARADISE ASSISTED LIVING II,Assisted Living Facility,11969730,(321) 327-4665,6,451275,13493,LICENSED,,7/14/2024 12:00:00 AM,7/13/2026 12:00:00 AM,564 DELMONICO ST NE,,PALM BAY,32907,FL,Brevard,304 HANFORD RD SW,,PALM BAY,FL,32908,,ROMES PARADISE ASSISTED LIVING LLC,5/31/2022 12:00:00 AM,For-Profit,,TARA D. JOHNSON
RONNY'S ASSISTED LIVING LLC,Assisted Living Facility,11969301,(813) 249-7851,6,407216,13116,LICENSED,,1/10/2026 12:00:00 AM,1/9/2028 12:00:00 AM,8016 DELL DR,,TAMPA,33615,FL,Hillsborough,8016 DELL DR,,TAMPA,FL,33615,Hillsborough,RONNY'S ASSISTED LIVING LLC,10/30/2017 12:00:00 AM,For-Profit,www.ronnyassistedliving.com,YAILYN RODRIGUEZ
ROSA'S CARING HEART,Assisted Living Facility,11967720,(850) 948-2054,6,292795,11706,IN REVIEW,,3/10/2024 12:00:00 AM,3/9/2026 12:00:00 AM,2873 NW US 221,,GREENVILLE,32331,FL,Madison,2873 NW US 221,,GREENVILLE,FL,32331,Madison,LAFRENCHEE LILLIAN MCCREARY,10/12/2009 12:00:00 AM,For-Profit,,LAFRENCHEE LILLIAN MCCREARY
"ROSA'S CARING HEART, LLC",Assisted Living Facility,11968460,(850) 973-1308,7,344390,12371,IN REVIEW,,9/11/2023 12:00:00 AM,9/10/2025 12:00:00 AM,587 SW BUNKER ST,,MADISON,32340,FL,Madison,609 SW SUMMERSET WAY,,MADISON,FL,32340,Madison,LAFRENCHEE LILLIAN MCCREARY,2/5/2013 12:00:00 AM,For-Profit,,LAFRENCHEE LILLIAN MCCREARY
ROSARIO 2 ASSISTED LIVING FACILITY INC,Assisted Living Facility,11969898,(239) 265-3220,5,484619,13652,LICENSED,,9/21/2025 12:00:00 AM,9/20/2027 12:00:00 AM,3008 30 ST SW,,LEHIGH ACRES,33976,FL,Lee,3008 30 ST SW,,LEHIGH ACRES,FL,33976,Lee,ROSARIO 2 ASSISTED LIVING FACILITY INC,9/1/2021 12:00:00 AM,For-Profit,,MARLENE SILVA
ROSARIO ASSISTED LIVING FACILITY,Assisted Living Facility,11969602,(239) 265-3220,5,439500,13350,LICENSED,,1/20/2026 12:00:00 AM,1/19/2028 12:00:00 AM,2616 22ND ST W,,LEHIGH ACRES,33971,FL,Lee,2616 22ND ST W,,LEHIGH ACRES,FL,33971,Lee,ROSARIO ASSISTED LIVING FACILITY INC,9/12/2019 12:00:00 AM,For-Profit,,MARLENE SILVA
ROSE AND MARY ALF LLC,Assisted Living Facility,11968903,(813) 667-7506,6,375961,12745,LICENSED,,1/20/2026 12:00:00 AM,1/19/2028 12:00:00 AM,7430 OAKVISTA CIR,,TAMPA,33634,FL,Hillsborough,7430 OAKVISTA CIR,,TAMPA,FL,33634,Hillsborough,ROSE & MARY ALF LLC,8/24/2015 12:00:00 AM,For-Profit,,DAILY PENA PORRAS
ROSE ASSISTED LIVING FACILITY LLC,Assisted Living Facility,11968809,(718) 838-4313,5,368872,12659,LICENSED,,7/28/2025 12:00:00 AM,7/27/2027 12:00:00 AM,256 SW MOSELLE AVE,,PORT SAINT LUCIE,34984,FL,St. Lucie,256 SW MOSELLE AVE,,PORT SAINT LUCIE,FL,34984,St. Lucie,"ROSE ASSISTED LIVING FACILITY, LLC",2/23/2015 12:00:00 AM,For-Profit,,FRANSISE DEREZIL
"ROSE ELDERCARE OF SORRENTO, LLC",Assisted Living Facility,11970518,(321) 832-7669,18,552777,13926,LICENSED,,9/12/2024 12:00:00 AM,9/11/2026 12:00:00 AM,22716 SORRENTO AVE,,SORRENTO,32776,FL,Lake,22716 SORRENTO AVE,,SORRENTO,FL,32776,Lake,"Rose Eldercare of Sorrento, LLC",9/15/2024 12:00:00 AM,For-Profit,,MAREBEL ALCORDO
"ROSE MARIE ALF, CORP",Assisted Living Facility,11969687,(305) 221-8027,6,446964,13443,LICENSED,,4/3/2024 12:00:00 AM,4/2/2026 12:00:00 AM,2540 SW 108 AVE,,MIAMI,33165,FL,Miami-Dade,2540 SW 108 AVE,,MIAMI,FL,33165,Miami-Dade,ROSE MARIE ALF CORP,2/11/2020 12:00:00 AM,For-Profit,,MARIA MONTEAGUDO
ROSE PREMIER HOME LLC,Assisted Living Facility,11970585,(772) 259-0794,6,558222,13956,LICENSED,,2/7/2025 12:00:00 AM,2/6/2027 12:00:00 AM,3205 SE WEST SNOW RD,,PORT SAINT LUCIE,34984,FL,St. Lucie,3205 SE WEST SNOW RD,,PORT SAINT LUCIE,FL,34984,St. Lucie,ROSE PREMIER HOME LLC,8/1/2024 12:00:00 AM,For-Profit,,RECHENIA PRINGLE-SEWELL
ROSE'S TENDER CARE ASSISTED LIVING LLC,Assisted Living Facility,11970315,(407) 731-7181,6,538187,13857,LICENSED,,1/22/2026 12:00:00 AM,1/21/2028 12:00:00 AM,280 CROQUET AVE NE,,PALM BAY,32907,FL,Brevard,280 CROQUET AVE NE,,PALM BAY,FL,32907-3023,Brevard,ROSE'S TENDER CARE ASSISTED LIVING LLC,8/1/2023 12:00:00 AM,For-Profit,,THERESA ROMANS-MCKENZIE
ROSE'S TERRACE INC,Assisted Living Facility,11969374,(407) 334-2621,11,413099,13184,LICENSED,,6/11/2024 12:00:00 AM,6/10/2026 12:00:00 AM,1924 NEPTUNE ROAD,,KISSIMMEE,34744,FL,Osceola,1924 NEPTUNE ROAD,,KISSIMMEE,FL,34744,Osceola,ROSE'S TERRACE INC,3/21/2018 12:00:00 AM,For-Profit,www.rosesterraceassistedliving.com,MOHAMED ABUDEEN
ROSECASTLE AT DEERWOOD,Assisted Living Facility,11968893,(904) 513-6990,60,375303,12728,LICENSED,,1/19/2026 12:00:00 AM,1/18/2028 12:00:00 AM,8929 RG SKINNER PARKWAY,,JACKSONVILLE,32256,FL,Duval,8929 RG SKINNER PARKWAY,,JACKSONVILLE,FL,32256,Duval,"ROSECASTLE OF JACKSONVILLE, LLC",11/1/2019 12:00:00 AM,For-Profit,seniorsjacksonville.com,CHRISTINA INGOLD
ROSELAND ALF INC,Assisted Living Facility,11969383,(786) 899-0051,6,413549,13188,LICENSED,,9/17/2024 12:00:00 AM,9/16/2026 12:00:00 AM,7520 S.W. 146 AVE,,MIAMI,33183,FL,Miami-Dade,7520 S.W. 146 AVE,,MIAMI,FL,33183,Miami-Dade,ROSELAND ALF INC,3/30/2018 12:00:00 AM,For-Profit,,YAMIRA FUENTESCABRERA
ROSEWELL HOME AND RESIDENTIAL CARE LLC,Assisted Living Facility,11968866,(772) 777-4463,5,373339,12708,IN REVIEW,,11/4/2023 12:00:00 AM,11/3/2025 12:00:00 AM,3366 SW VENDOME ST,,PORT SAINT LUCIE,34953,FL,St. Lucie,3366 SW VENDOME ST,,PORT SAINT LUCIE,FL,34953,St. Lucie,ROSEWELL HOME AND RESIDENTIAL CARE LLC,6/19/2015 12:00:00 AM,For-Profit,www.rosewellcares.com,ICYLIN DOUGLAS
ROSEWOOD ADULT CARE,Assisted Living Facility,11932567,(321) 527-6696,8,1987,7721,LICENSED,,2/6/2026 12:00:00 AM,9/14/2027 12:00:00 AM,5421 TEALWOOD DRIVE,,ORLANDO,32810,FL,Orange,5421 TEALWOOD DRIVE,,ORLANDO,FL,32810,Orange,ANAVISTA II ASSISTED LIVING FACILITY INC,9/15/2025 12:00:00 AM,For-Profit,,MAUREEN NICHOLAS-CHANCE
"ROSEWOOD MANOR OF VERO BEACH, LLC",Assisted Living Facility,11965311,(772) 564-0063,75,4211,9722,IN REVIEW,,3/7/2024 12:00:00 AM,3/6/2026 12:00:00 AM,3710 14TH ST,,VERO BEACH,32960-2708,FL,Indian River,3710 14TH ST,,VERO BEACH,FL,32960-2708,Indian River,"ROSEWOOD MANOR OF VERO BEACH, LLC",12/13/1999 12:00:00 AM,For-Profit,www.rosewoodverobeach.com,ZOHIRIS MOREJON
ROSIE'S HOUSE ALF,Assisted Living Facility,11968639,(772) 777-2629,5,358254,12544,LICENSED,,10/26/2024 12:00:00 AM,10/25/2026 12:00:00 AM,2073 SE RAINIER RD,,PORT SAINT LUCIE,34952,FL,St. Lucie,1102 SW IVANHOE ST,,PORT SAINT LUCIE,FL,34983,St. Lucie,The Cornerstones Of Port Saint Lucie Inc,11/15/2022 12:00:00 AM,For-Profit,WWW.PSLCORNERSTONES.COM,RINA AIKENS
ROSIE'S MANOR ALF,Assisted Living Facility,11968211,(772) 337-4321,5,327783,12131,LICENSED,,5/4/2024 12:00:00 AM,5/3/2026 12:00:00 AM,1910 SE RAINIER RD,,PORT SAINT LUCIE,34952,FL,St. Lucie,1910 SE RAINIER RD,,PORT SAINT LUCIE,FL,34952,St. Lucie,THE CORNERSTONES OF PORT SAINT LUCIE INC,7/8/2005 12:00:00 AM,For-Profit,www.PSLCornerstones.com,RINA AIKENS
ROSIE'S PLACE ALF,Assisted Living Facility,11967589,(772) 879-4950,6,283984,11602,IN REVIEW,,9/7/2023 12:00:00 AM,9/6/2025 12:00:00 AM,1102 SW IVANHOE ST,,PORT ST LUCIE,34983-2542,FL,St. Lucie,1102 SW IVANHOE ST,,PORT ST LUCIE,FL,34983-2542,St. Lucie,THE CORNERSTONES OF PORT SAINT LUCIE INC,4/16/2009 12:00:00 AM,For-Profit,www.PSLCORNERSTONES.COM,RINA AIKENS
ROYAL DALTON HOUSE THE,Assisted Living Facility,11969336,(352) 765-3259,76,409901,13161,LICENSED,,7/29/2024 12:00:00 AM,7/28/2026 12:00:00 AM,5445 W OAK PARK BLVD,,HOMOSASSA,34446,FL,Citrus,5445 W OAK PARK BLVD,,HOMOSASSA,FL,34446,Citrus,THE ROYAL DALTON HOUSE LLC,1/5/2018 12:00:00 AM,For-Profit,www.royaldaltonhouse.com,MICHAEL R WHYTE
"ROYAL GARDENS OF ST CLOUD, LLC",Assisted Living Facility,11910140,(407) 892-2290,33,814,5555,LICENSED,,6/3/2025 12:00:00 AM,6/2/2027 12:00:00 AM,4511 NEPTUNE ROAD,,SAINT CLOUD,34769,FL,Osceola,4511 NEPTUNE ROAD,,SAINT CLOUD,FL,34769,Osceola,"ROYAL GARDENS OF ST CLOUD, LLC",3/5/2007 12:00:00 AM,For-Profit,,BRENDA G PABELLANO
ROYAL GARDENS VILLA INC,Assisted Living Facility,11932619,(305) 640-8244,12,2017,5180,IN REVIEW,,7/2/2023 12:00:00 AM,7/1/2025 12:00:00 AM,1270 NE 112TH ST,,MIAMI,33161,FL,Miami-Dade,1270 NE 112TH ST,,MIAMI,FL,33161,Miami-Dade,"ROYAL GARDENS VILLA, INC.",8/29/2003 12:00:00 AM,For-Profit,,DAYBEL MENDOZA
"ROYAL GREEN ALF, INC.",Assisted Living Facility,11965682,(305) 643-9786,14,4568,10020,IN REVIEW,,8/13/2023 12:00:00 AM,8/12/2025 12:00:00 AM,2011 SW 4 STREET,,MIAMI,33135,FL,Miami-Dade,2011 SW 4 STREET,,MIAMI,FL,33135,Miami-Dade,"ROYAL GREEN ALF, INC.",3/12/2001 12:00:00 AM,For-Profit,,ERIC BERMUDEZ
ROYAL LIVING AT COCONUT CREEK INC,Assisted Living Facility,11967068,(954) 427-2161,6,244451,11167,IN REVIEW,,2/25/2024 12:00:00 AM,2/24/2026 12:00:00 AM,3420 NW 71ST STREET,,COCONUT CREEK,33073,FL,Broward,3420 NW 71ST STREET,,COCONUT CREEK,FL,33073,Broward,"ROYAL LIVING AT COCONUT CREEK, INC.",5/7/2007 12:00:00 AM,For-Profit,www.royalassistedlivingfacilities.com,JAPINDER K SAHI
