"File Number","Facility","Type","Street Address","City","Zip","Phone Number","Licensed Beds"
"11967456","SILVER CREEK ASSISTED LIVING ST CLOUD","Assisted Living Facility","2910 OLD CANOE CREEK ROAD","SAINT CLOUD","34772","(407) 593-1242","12"
"11967458","DADE COUNTY ADULT LIVING FACILITY GROUP CORP.","Assisted Living Facility","15135 SW 128 COURT","MIAMI","33186","(305) 502-9555","6"
"11967463","GOLD COAST LOVING CARE, INC.","Assisted Living Facility","5517 HAYES STREET","HOLLYWOOD","33021-4632","(954) 534-9401","6"
"11967470","REBECCA HOME, INCORPORATED","Assisted Living Facility","2383 NW 111TH AVE","SUNRISE","33322-2542","(754) 244-2121","6"
"11967471","HYDE PARK ASSISTED LIVING FACILITY","Assisted Living Facility","3011 WEST DE LEON ST","TAMPA","33609","(813) 205-0387","68"
"11967473","SILVER LAKE ALF INC","Assisted Living Facility","3211 W SITKA STREET","TAMPA","33614","(813) 374-3514","6"
"11967480","A PLACE LIKE HOME ALF, INC","Assisted Living Facility","1971 PORT MALABAR BLVD NE","PALM BAY","32905-5436","(321) 693-3325","6"
"11967484","SWEETEST HOME INC (THE)","Assisted Living Facility","480 NW 26TH AVENUE","MIAMI","33125","(305) 541-5081","14"
"11967485","TWO SISTERS LOVE & CARE INC","Assisted Living Facility","54-56 NW 45TH AVENUE","MIAMI","33126","(786) 534-7845","14"
"11967486","CHALET AT OLD CUTLER (THE) LLC","Assisted Living Facility","7210 SW 148TH TERRACE","MIAMI","33158","(305) 252-0031","6"
"11967487","MONTE OLIVO ADULT CARE","Assisted Living Facility","1745 SW 86TH AVE","MIAMI","33155-1022","(305) 381-5067","6"
"11967491","SUAREZ RESIDENT INC.","Assisted Living Facility","13371 SW 50 ST","MIAMI","33175","(305) 229-2243","6"
"11967492","ALWAYS LOVING FAMILY CORP","Assisted Living Facility","4394 SW 151ST PL","MIAMI","33185-4396","(305) 487-9938","6"
"11967494","CASA LORETO ASSISTED LIVING FACILITY INC","Assisted Living Facility","3212 W KATHLEEN STREET","TAMPA","33607","(813) 870-0210","8"
"11967495","HAPPY LIFE ALF INC","Assisted Living Facility","14785 COOLIDGE LN","HOMESTEAD","33033-2710","(786) 504-8109","6"
"11967496","LIZI HOME CARE III INC","Assisted Living Facility","11633 SW 133 TERRACE","MIAMI","33176","(305) 254-5466","6"
"11967505","HOME SWEET HOME ASSISTED LIVING FACILITY CORP","Assisted Living Facility","5700 SW 46TH TERRACE","MIAMI","33155","(305) 740-0664","6"
"11967507","SEREN SWEET HOME ALF LLC","Assisted Living Facility","11825 SW 206TH ST","MIAMI","33177-5447","(786) 429-3543","6"
"11967516","A & M ASSISTED LIVING FACILITY II","Assisted Living Facility","2180 STRATFORD POINTE DR","WEST MELBOURNE","32904-8008","(321) 327-7209","6"
"11967520","ANGEL HOUSE ASSISTED LIVING, INC.","Assisted Living Facility","10810 NW 20TH ST","PEMBROKE PINES","33026-2224","(954) 476-5085","6"
"11967521","PALMETTO ALF II INC","Assisted Living Facility","8933 NW 172ND TER","HIALEAH","33018-6669","(305) 558-6654","6"
"11967526","NAMI HOME, INC.","Assisted Living Facility","19380 SW 16TH ST","PEMBROKE PINES","33029-6138","(786) 267-5864","6"
"11967527","SOLUTIONS HOME CARE SERVICES INC","Assisted Living Facility","11935 SW 181ST TERRACE","MIAMI","33177","(786) 718-5595","6"
"11967528","ORTA'S HOME, INC","Assisted Living Facility","1201 NW 35 AVENUE","MIAMI","33125","(305) 643-6123","6"
"11967529","ADELA'S GARDENS ALF INC","Assisted Living Facility","12732 SW 93RD STREET","MIAMI","33186","(305) 385-0953","6"
"11967533","VINTAGE VILLAGE INC","Assisted Living Facility","701 E VIRGINIA AVE","TAMPA","33603-5028","(813) 610-4200","6"
"11967536","SWEET RETIREMENT ALF, INC","Assisted Living Facility","4495 NW 185 STREET","MIAMI GARDENS","33055","(786) 587-8113","6"
"11967538","SUMMERHAVEN ASSISTED LIVING, LLC","Assisted Living Facility","520 LANYARD LN","DEBARY","32713","(407) 493-7144","6"
"11967541","BENRAC HOME ALF","Assisted Living Facility","910 BRIARCLIFF DRIVE","VALRICO","33594","(813) 453-4245","6"
"11967543","EBENEZER FAMILY HOME III LLC","Assisted Living Facility","18309 SW 114TH CT","MIAMI","33157-4989","(305) 256-9902","6"
"11967546","SUNFLOWER SPRINGS LLC","Assisted Living Facility","8733 W YULEE DR","HOMOSASSA","34448-4222","(352) 621-8017","80"
"11967549","MEDFLO ASSISTED LIVING FACILITY, INC.","Assisted Living Facility","4348 NW 5TH AVE","OAKLAND PARK","33309-4703","(954) 565-2791","13"
"11967550","KOZY KOVE ASSISTED LIVING FACILITY INC","Assisted Living Facility","490 NW 45TH TER","PLANTATION","33317-2748","(954) 316-6580","6"
"11967551","SAN JEAN FACILITY CARE, INC","Assisted Living Facility","815 24TH ST","ORLANDO","32805","(407) 704-8857","54"
"11967552","K Y R TENDER CARE LLC","Assisted Living Facility","429 EAST IDLEWILD AVE","EUSTIS","32726","(631) 334-8318","5"
"11967559","LA CASA ASSISTED LIVING COMMUNITY","Assisted Living Facility","220 N GROVE STREET","MERRITT ISLAND","32953","(321) 449-8880","36"
"11967569","ADDINGTON PLACE OF TITUSVILLE","Assisted Living Facility","497 N WASHINGTON AVE","TITUSVILLE","32796","(321) 383-2112","90"
"11967570","SAN JUDAS HOME CARE II CORP","Assisted Living Facility","550 NW 116TH TER","MIAMI","33168-3432","(786) 222-5469","6"
"11967572","TOUCH OF KLASS A. L. F. INC","Assisted Living Facility","560 SW 60TH AVE","PLANTATION","33317-3948","(954) 548-4889","6"
"11967574","TINA'S ALF","Assisted Living Facility","1172 TARPON AVENUE","SARASOTA","34237","(941) 375-1354","6"
"11967575","EXCELLENT GRANDPARENT PLACE, INC","Assisted Living Facility","13342 SW 6 STREET","MIAMI","33184","(305) 456-3275","6"
"11967577","CALVINELLE ADULT HOME ALF #2","Assisted Living Facility","1786 NW 47TH TER","MIAMI","33142-4071","(305) 308-2728","12"
"11967581","PUTNAM CAREGIVERS LLC","Assisted Living Facility","110 ROBERTS COURT","PALATKA","32177","(386) 325-0404","6"
"11967583","NOELITO ASSISTED LIVING COMPANY","Assisted Living Facility","4701 SW 117TH AVE","MIAMI","33175-1713","(305) 456-7868","6"
"11967584","YOUR HOUSE ALF","Assisted Living Facility","4008 W BROAD ST","TAMPA","33614-3164","(813) 374-5033","6"
"11967585","MP DIVERSIFIED SERVICES CORP","Assisted Living Facility","311 SW 71ST AVE","MIAMI","33144-2619","(305) 418-0731","12"
"11967587","BRENNITY AT MELBOURNE (THE)","Assisted Living Facility","7365 ORCHESTRA LN","MELBOURNE","32940-2616","(321) 253-7440","96"
"11967589","ROSIE'S PLACE ALF","Assisted Living Facility","1102 SW IVANHOE ST","PORT ST LUCIE","34983-2542","(772) 879-4950","6"
"11967609","LUBRIN LOVING CARE, INC.","Assisted Living Facility","6564 SW 20TH CT","PLANTATION","33317-5147","(954) 587-4181","6"
"11967621","JARC-RALES CAMPUS","Assisted Living Facility","9832 YAMATO RD","BOCA RATON","33434-5538","(561) 465-5801","32"
"11967626","RESTORED LIVING FACILITY","Assisted Living Facility","1470 NW 174 STREET","MIAMI GARDENS","33169","(305) 879-5171","5"
"11967631","BALMORE HOUSE","Assisted Living Facility","12137 86TH RD N","WEST PALM BEACH","33412-2658","(561) 784-4920","6"
"11967632","DLM HOME CARE SERVICES ALF","Assisted Living Facility","8416 BARRETT PLACE","TAMPA","33617","(813) 443-5121","6"
"11967636","SMALLVILLE II ASSISTED LIVING FACILITY","Assisted Living Facility","10631 JANE EYRE DRIVE","ORLANDO","32825","(407) 286-7196","6"
"11967641","FLORIDA HOME CARE ALF INC","Assisted Living Facility","2931 NW 106TH STREET","MIAMI","33147","(305) 693-1449","6"
"11967642","SAINT LAZARUS ASSISTED LIVING INC","Assisted Living Facility","5209 LANDSMAN AVE","TAMPA","33625-3344","(305) 492-0851","6"
"11967643","A&J ASSISTED LIVING FACILITY","Assisted Living Facility","2466 RALPH AVENUE SE","PALM BAY","32909","(754) 245-3745","6"
"11967647","FOUR SEASONS ELDER CARE ALF, INC.","Assisted Living Facility","6625 MIAMI LAKEWAY S","MIAMI LAKES","33014-2748","(305) 200-3937","6"
"11967648","LAKEVIEW SENIOR CARE INC","Assisted Living Facility","10082 SW 147TH PL","MIAMI","33196-1628","(305) 456-3608","6"
"11967652","THE BRIDGES","Assisted Living Facility","11202 DEWHURST DRIVE","RIVERVIEW","33578","(813) 413-8900","101"
"11967655","GV PALM BAY OPCO, LLC","Assisted Living Facility","815 BRIAR CREEK BLVD NE","PALM BAY","32905","(321) 956-3330","60"
"11967657","WATER'S EDGE OF LAKE WALES","Assisted Living Facility","10 W GROVE AVE","LAKE WALES","33853-4516","(863) 678-6800","60"
"11967658","GREYNOLDS ASSISTED LIVING FACILITY LLC","Assisted Living Facility","3010 GREYNOLDS AVENUE","SPRING HILL","34608","(352) 346-2311","5"
"11967659","BAXTER'S ADULT LIVING FACILITY, INC","Assisted Living Facility","3174 SW FAMBROUGH ST","PORT SAINT LUCIE","34953-4540","(772) 871-7865","6"
"11967667","OAK VALLEY ASSISTED LIVING FACILITY","Assisted Living Facility","4488 HWY 79","VERNON","32462","(850) 535-4196","21"
"11967668","NINI'S TLC CORP","Assisted Living Facility","5118 EL DORADO DR","TAMPA","33615-4712","(813) 885-2170","6"
"11967672","VILLA MARGO VII, INC.","Assisted Living Facility","531- 533 NW 34 AVENUE","MIAMI","33125","(305) 992-8858","8"
"11967674","TROPICAL GARDEN VILLAS NORTH","Assisted Living Facility","420 CRESCENT CIR","LAKE PARK","33403-2206","(561) 574-6954","16"
"11967675","WINDSOR AT OCALA","Assisted Living Facility","2650 SE 18 AVENUE","OCALA","34471","(352) 873-8000","94"
"11967676","CARING HEARTS ASSISTED LIVING","Assisted Living Facility","1636 E SHANGRI LA DRIVE","DAYTONA BEACH","32119","(386) 767-8048","6"
"11967677","VILLA SERENA V, INC","Assisted Living Facility","2750 NW 6 STREET","MIAMI","33125","(305) 206-5342","6"
"11967678","GARDENS HOME ALF LLC","Assisted Living Facility","18201 NW 57 AVENUE","MIAMI","33055","(305) 974-2250","6"
"11967685","CARING HANDS ASSISTED LIVING II INC","Assisted Living Facility","13025 NW 2ND AVE","NORTH MIAMI","33168-4613","(305) 926-9421","6"
"11967687","LIFE IS PRECIOUS ASSISTED LIVING LLC","Assisted Living Facility","2527 JACKSON STREET","HOLLYWOOD","33020","(954) 628-5187","6"
"11967689","THE GENTLE SHEPHERD ASSISTED LIVING FACILITY, INC.","Assisted Living Facility","1707 WEST OAK STREET","KISSIMMEE","34741","(407) 932-0084","6"
"11967691","MIRACLE ALF","Assisted Living Facility","8716 FOUNTAIN AVE","TAMPA","33615-2802","(813) 267-8873","6"
"11967692","MIRELLA'S ASSISTED LIVING LLC","Assisted Living Facility","3003 W BEACH ST","TAMPA","33607-2928","(813) 500-3508","8"
"11967694","SHARING FACILITY INC","Assisted Living Facility","2897 HARSON WAY","FORT PIERCE","34946","(772) 464-6847","6"
"11967697","SUNRISE OF JACKSONVILLE","Assisted Living Facility","4870 BELFORT ROAD","JACKSONVILLE","32256","(904) 332-0774","100"
"11967699","THE GRANDE SENIOR LIVING","Assisted Living Facility","725 DESOTO AVE","BROOKSVILLE","34601-2813","(352) 544-0944","162"
"11967700","RESIDENCIA MARBELLA ALF CORP","Assisted Living Facility","19807 NW 86 CT","MIAMI","33015","(305) 481-2927","6"
"11967701","TWO SISTERS ETERNITY CARE, LLC","Assisted Living Facility","8610 SW 97 ROAD","MIAMI","33173","(786) 286-0145","6"
"11967703","RESIDENCE AT PADDOCK PARK II (THE)","Assisted Living Facility","13988 PADDOCK DRIVE","WELLINGTON","33414","(561) 333-5912","6"
"11967707","COQUINA CAY ALF","Assisted Living Facility","117 SWEET BAY AVENUE","NEW SMYRNA BEACH","32168","(407) 970-5558","6"
"11967710","WINDSOR AT CAPE CORAL (THE)","Assisted Living Facility","831 SANTA BARBARA BLVD","CAPE CORAL","33991","(239) 772-9400","94"
"11967711","DIAZ HOME CARE ALF II, INC.","Assisted Living Facility","12211 SW 268 STREET","HOMESTEAD","33032","(786) 650-2615","6"
"11967712","LIFE'S SPECIAL MOMENTS, INC","Assisted Living Facility","8904 NW 145TH ST","MIAMI LAKES","33018-7336","(786) 536-7348","6"
"11967714","ROCKWELL SENIORS, INC","Assisted Living Facility","22198 ENSENADA WAY","BOCA RATON","33433-4613","(561) 245-8836","6"
"11967715","HIBISCUS PALACE III ASSISTED LIVING FACILITY LLC","Assisted Living Facility","113 MEADOW WOODE DR","ROYAL PLM BCH","33411-4720","(561) 793-7553","6"
"11967718","LEISURE LIVING OF VICTORIA PARK","Assisted Living Facility","1700 NE 5TH STREET","FORT LAUDERDALE","33301","(954) 766-4961","16"
"11967720","ROSA'S CARING HEART","Assisted Living Facility","2873 NW US 221","GREENVILLE","32331","(850) 948-2054","6"
"11967721","MI CASA DORADA ASSISTED LIVING FACILITY CORP","Assisted Living Facility","7701 SW 132ND AVE","MIAMI","33183-4266","(305) 385-2273","6"
"11967724","MIA'S ADULT CARE ALF LLC","Assisted Living Facility","6524 SW 148TH PL","MIAMI","33193-2013","(786) 536-2970","6"
"11967726","PARTIN PLACE","Assisted Living Facility","2300 NORTH PARTIN DRIVE","NICEVILLE","32578","(850) 897-2244","80"
"11967747","TREASURE COAST ALF INC","Assisted Living Facility","642 SW JACOBY AVE","PORT SAINT LUCIE","34953","(772) 224-2772","6"
"11967748","WINDSOR OF VENICE","Assisted Living Facility","1600 CENTER ROAD","VENICE","34292","(941) 408-2600","94"
"11967749","ANGEL CARE","Assisted Living Facility","4301 31ST ST S","SAINT PETERSBURG","33712-4053","(727) 867-1300","92"
"11967752","CARMITA'S ASSISTED LIVING FACILITY II LLC","Assisted Living Facility","8021 KILLIAN DRIVE","ORLANDO","32822","(407) 432-6784","6"
"11967753","VICTORIA'S DEDICATED RETIREMENT HOME II INC","Assisted Living Facility","2535 NW NORTH RIVER DRIVE","MIAMI","33125","(305) 400-8572","14"
"11967757","ARY'S ALF CENTER CORP","Assisted Living Facility","4513 DREISLER ST","TAMPA","33634-7317","(813) 770-6628","6"
"11967758","GALLOWAY ADULT CARE INC","Assisted Living Facility","10740 SW 87TH AVE","MIAMI","33176-3705","(305) 972-0375","6"
"11967763","ALF FAMILY CARE II CORP","Assisted Living Facility","13480 SW 89TH TER","MIAMI","33186-1571","(305) 383-7119","6"
"11967764","GOLDEN AGE FAMILY HOME II, INC","Assisted Living Facility","15962 SW 81 STREET","MIAMI","33193","(305) 385-5498","6"
"11967776","SUNSET LOVING CARE II, INC.","Assisted Living Facility","1935 SW 123 COURT","MIAMI","33175","(786) 217-2833","6"
"11967778","VIOLETA HOME INC","Assisted Living Facility","12 SW 96 AVENUE UNIT B","MIAMI","33174","(786) 760-8592","6"
"11967783","SANCTUARY OF PEACE ALF LLC","Assisted Living Facility","7611 NORTH BOULEVARD STREET","TAMPA","33604","(813) 399-2199","6"
"11967788","ARBOR OAKS AT LAKELAND HILLS","Assisted Living Facility","4141 LAKELAND HILLS BLVD","LAKELAND","33805","(863) 687-0101","95"
"11967789","TWO SISTERS ALF,INC.","Assisted Living Facility","1675 SW 25 AVENUE","MIAMI","33145","(305) 333-1497","11"
"11967791","BANYAN RESIDENCE ASSISTED LIVING LLC","Assisted Living Facility","100 BASE AVENUE EAST","VENICE","34285","(941) 412-4748","71"
"11967793","LIFE AND LOVE ALF","Assisted Living Facility","326 WEST 11 STREET","HIALEAH","33010","(305) 889-1173","17"
"11967798","MELANIE'S ALF, INC","Assisted Living Facility","6415 SW 6TH ST","MIAMI","33144-3710","(786) 747-4937","6"
"11967802","WINDSOR OF PALM COAST","Assisted Living Facility","50 TOWN COURT","PALM COAST","32164","(386) 586-3501","94"
"11967805","LITTLE HAVANA II","Assisted Living Facility","8260 GRAND CANAL DR","MIAMI","33144-3538","(305) 553-4417","6"
"11967808","VILLA MARGO VI, INC.","Assisted Living Facility","2820 SW 34 AVENUE","MIAMI","33133","(305) 992-8858","6"
"11967813","CASSIE'S CASTLE II","Assisted Living Facility","117 BARCELONA DRIVE","ROYAL PALM BEACH","33411","(561) 793-6242","6"
"11967815","THE BRENNITY AT TRADITION","Assisted Living Facility","10685 SW STONY CREEK WAY","PORT ST LUCIE","34987-2741","(772) 345-2700","97"
"11967819","NUEVA VIDA ALF INC","Assisted Living Facility","1901 W OKALOOSA AVE","TAMPA","33604-1025","(813) 935-5097","6"
"11967821","ANA ABUELOS ALF","Assisted Living Facility","2923 W IVY ST","TAMPA","33607-1924","(813) 748-1304","6"
"11967824","ALFONSO'S ALF, INC","Assisted Living Facility","17010 SW 100 AVENUE","MIAMI","33157","(305) 251-4089","6"
"11967826","JUSTIN FAMILY ALF","Assisted Living Facility","10103 BAY WIND CT","TAMPA","33615","(813) 443-2222","6"
"11967827","CAPE CHATEAU 3 ALF LLC","Assisted Living Facility","1992 QUEEN STREET","NORTH FORT MYERS","33917","(239) 265-3220","14"
"11967829","GARDENS OF TIME III CORP","Assisted Living Facility","2006 W BARCLAY RD","TAMPA","33612-7544","(813) 505-5564","5"
"11967830","OVANY'S HOME CARE CORP","Assisted Living Facility","526 SW 66TH AVE","MIAMI","33144-3751","(786) 704-1480","6"
"11967831","MISSION OAKS ASSISTED LIVING AND MEMORY CARE","Assisted Living Facility","10780 N US HWY 301","OXFORD","34484","(352) 330-3900","101"
"11967838","CORRIGAN PLACE ALF INC","Assisted Living Facility","11420 CORRIGAN STREET","SPRING HILL","34609","(727) 337-5470","6"
"11967840","PARADISE VILLA ALF INC","Assisted Living Facility","21164 SW 92ND PL","CUTLER BAY","33189-2459","(305) 971-6477","6"
"11967843","NEW HORIZON LIVING","Assisted Living Facility","3377 SW 29 TERRACE","MIAMI","33133","(305) 431-8298","14"
"11967847","THE WILSON PLACE","Assisted Living Facility","117 WILSON AVE","COCOA BEACH","32931","(321) 501-6886","6"
"11967851","SARAH'S CARE ASSISTED LIVING FACILITY CORP","Assisted Living Facility","2094 EAST CAROL CIRCLE","WEST PALM BEACH","33415","(561) 502-0083","6"
"11967853","THE FLORRY HOUSE, LLC","Assisted Living Facility","5111 SMITH RYALS RD","PLANT CITY","33567-3749","(813) 650-8242","6"
"11967855","A TOUCH OF CLASS ADULT CARE LLC","Assisted Living Facility","537 SW WHITMORE DRIVE","PORT SAINT LUCIE","34984","(727) 905-8729","10"
"11967856","DESOTO PALMS LLC","Assisted Living Facility","5601 N HONORE AVENUE","SARASOTA","34243","(941) 355-0303","95"
"11967857","WENTWORTH CENTRAL AVENUE","Assisted Living Facility","6280 CENTRAL AVE","SAINT PETERSBURG","33707-1429","(727) 536-9900","240"
"11967859","DESOTO CARE - NOCATEE","Assisted Living Facility","2605 SW BALDWIN STREET","ARCADIA","34266","(863) 993-0612","12"
"11967860","MIAMI COMFORT COVE INC","Assisted Living Facility","3511 NW 11TH CT","MIAMI","33127-3225","(305) 637-9993","14"
"11967861","DULCE HOME ALF CORP","Assisted Living Facility","4001 SW 102ND CT","MIAMI","33165-4942","(305) 228-8686","6"
"11967863","ROCKWELL SENIORS, INC. II","Assisted Living Facility","5030 NW 44TH AVENUE","COCONUT CREEK","33073","(954) 421-9115","7"
"11967867","ANA'S ELDERLY CARE INC","Assisted Living Facility","3720 SW 132 AVENUE","MIAMI","33175","(786) 873-3525","6"
"11967868","ASTORIA ASSISTED RETIREMENT LIVING","Assisted Living Facility","701 OVERLOOK DR","WINTER HAVEN","33884-1671","(863) 318-5000","45"
"11967869","ABACO HOUSE ALF","Assisted Living Facility","121 ABACO DR","PALM SPRINGS","33461","(561) 891-3095","6"
"11967870","LIFE AND LOVE ALF II","Assisted Living Facility","9368 N GENTLE BREEZE LOOP","CITRUS SPRINGS","34434","(352) 586-9497","38"
"11967874","ANGEL CARE AT VERO BEACH","Assisted Living Facility","1130 7 AVENUE","VERO BEACH","32960","(772) 584-3820","10"
"11967878","ALBORADA ALF INC","Assisted Living Facility","2114 W BURKE ST","TAMPA","33604-5740","(813) 454-6327","6"
"11967880","ALIVIYA ROSE MANOR, LLC","Assisted Living Facility","14180 AMERO LANE","SPRING HILL","34609","(352) 691-9136","8"
"11967883","ERIKA'S HOUSE ALF","Assisted Living Facility","8301 N GOMEZ AVE","TAMPA","33614-2814","(813) 933-5953","6"
"11967888","CASA DE LOS ABUELOS ALF","Assisted Living Facility","6521 WEST HANNA AVENUE","TAMPA","33634","(813) 443-3357","6"
"11967889","GRANDPARENTS HOUSE ALF INC","Assisted Living Facility","3890 SW CHAFFIN STREET","PORT SAINT LUCIE","34953","(772) 879-9660","5"
"11967890","MARIA'S PALACE CORP","Assisted Living Facility","1781-83 SW 4TH ST","MIAMI","33135","(786) 277-0441","14"
"11967896","NORTHWOOD MANOR LLC","Assisted Living Facility","27737 BREAKERS DR","WESLEY CHAPEL","33544-6685","(813) 929-1656","6"
"11967900","MGR HOME #2 INC","Assisted Living Facility","13620 SW 119TH ST","MIAMI","33186-4518","(786) 502-3152","6"
"11967902","NEPTUNE MANOR CARE HOME ALF","Assisted Living Facility","314 PLUMWOOD CIR","KISSIMMEE","34743-8814","(407) 933-5537","6"
"11967903","ALL SENIORS ASSISTED LIVING","Assisted Living Facility","2706 PIONEER RD","ORLANDO","32808","(407) 440-4046","21"
"11967905","BAYSHORE GUEST HOME","Assisted Living Facility","512 BAYSHORE ROAD","NOKOMIS","34275","(941) 484-1222","22"
"11967913","CAPE WEST LLC","Assisted Living Facility","4616-4614 SW 7 PLACE","CAPE CORAL","33914","(239) 540-7385","12"
"11967915","WEST DADE HOME CARE SERVICES INC","Assisted Living Facility","871 SW 139 AVE","MIAMI","33184","(305) 221-0607","6"
"11967916","MI CASITA ALF INC","Assisted Living Facility","630 STALLINGS AVE","DELTONA","32738","(386) 473-5314","6"
"11967917","PARAISO DOS GARDENIAS II LLC","Assisted Living Facility","17851 SW 11TH COURT","PEMBROKE PINES","33029","(786) 227-0853","6"
"11967918","HOME AWAY FROM HOME","Assisted Living Facility","324 LYMAN PLACE","WEST PALM BEACH","33409","(561) 682-1209","5"
"11967919","AMBITIOUS QUALITY-CARE ASSISTED LIVING LLC","Assisted Living Facility","3939 COUNTRY PL","WINTER HAVEN","33880","(863) 244-2999","6"
"11967920","MACHIN 2 ALF, INC","Assisted Living Facility","15863 SW 150TH TER","MIAMI","33196-5721","(786) 732-0523","6"
"11967923","FOOTPRINTS HOME CARE SERVICES, LLC","Assisted Living Facility","14355 HIGHGROVE RD","SPRING HILL","34609","(813) 345-7067","8"
"11967925","LADY LAKE SENIOR LIVING","Assisted Living Facility","930 COUNTY ROAD 466","LADY LAKE","32159","(352) 259-8185","115"
"11967927","VILLA'S ALF INC","Assisted Living Facility","4534 HAMPSHIRE RD","TAMPA","33634","(813) 770-6628","6"
"11967928","HOME SWEET HOME OF BISCAYNE LLC","Assisted Living Facility","931 NE 82 STREET","MIAMI","33138","(305) 979-8702","6"
"11967931","CLARA & ANGEL ALF INC","Assisted Living Facility","5180 NW 2 STREET","MIAMI","33126","(786) 359-4534","6"
"11967934","AUDREY'S TLC II","Assisted Living Facility","6808 MERION PLACE","N LAUDERDALE","33068-3706","(754) 368-9993","6"
"11967937","BELLAGIO PALMS ALF II INC.","Assisted Living Facility","21 NW 133RD PL","MIAMI","33182-1642","(305) 988-0659","6"
"11967939","MERCEDES & FAMILY ALF INC.","Assisted Living Facility","4941 NW 183RD ST","MIAMI GARDENS","33055-2927","(786) 258-0994","6"
"11967941","TROPICAL PARADISE VILLA ASSISTED LIVING AND RETIREMENT","Assisted Living Facility","1593 BRICKYARD ROAD","CHIPLEY","32428","(850) 638-6999","12"
"11967943","LA COLONIA 1 ALF INC","Assisted Living Facility","830 NE 10TH LANE","CAPE CORAL","33909","(239) 772-0029","6"
"11967944","GRACE CRESCENT HOME CARE INC.","Assisted Living Facility","9500 NW 80TH ST","TAMARAC","33321-1306","(954) 721-4309","6"
"11967948","LILIAN ALF INC","Assisted Living Facility","1317 W RAMBLA ST","TAMPA","33612-7737","(813) 270-6231","8"
"11967955","REFLECTIONS MEMORY CARE OF PORT ORANGE","Assisted Living Facility","1321 HERBERT ST","PORT ORANGE","32129","(386) 310-4995","54"
"11967957","JOVYIA COMFORT HOME","Assisted Living Facility","1709 W STATE ROAD 60","PLANT CITY","33567-9108","(813) 220-2661","6"
"11967960","MAMA LLAMA LLC","Assisted Living Facility","1074 C-D HYACINTH PLACE","WELLINGTON","33414","(561) 333-4179","21"
"11967961","ALLEGRO","Assisted Living Facility","800 WEST AZEELE ST","TAMPA","33606","(813) 254-1069","156"
"11967962","BRIGHTSTAR ASSISTED LIVING LLC","Assisted Living Facility","1613 SW MERIDIAN AVE","PORT SAINT LUCIE","34953","(772) 408-6675","5"
"11967964","GREEN ACRES ALF","Assisted Living Facility","2644 FRITZKE RD","DOVER","33527-3433","(813) 986-6157","6"
"11967965","AFH SENIOR CARE POMPANO BEACH","Assisted Living Facility","4200 NE 19TH AVE","POMPANO BEACH","33064-6019","(845) 596-2743","10"
"11967974","CAREGIVERS TOUCH ALF 2","Assisted Living Facility","7525 NORTH CAMERON AVENUE","TAMPA","33614","(813) 443-1546","6"
"11967975","HOGAR DULCE HOGAR","Assisted Living Facility","2141 16TH AVE. S.W.","NAPLES","34117","(239) 384-3065","6"
"11967978","AUDREY'S TLC I","Assisted Living Facility","10620 NW 29TH COURT","SUNRISE","33322","(954) 306-2745","6"
"11967979","BRITO'S HOME CORPORATION","Assisted Living Facility","7361 PINE VALLEY DR","HIALEAH","33015-2228","(305) 705-4538","6"
"11967989","ADVENT SQUARE","Assisted Living Facility","4798 NORTH DIXIE HIGHWAY","BOCA RATON","33431","(561) 391-7207","48"
"11967991","GRAND OAKS","Assisted Living Facility","203 SE 2ND ST","OKEECHOBEE","34974","(863) 824-6770","37"
"11967992","KENDALL ALF II LLC","Assisted Living Facility","10230 SW 91ST ST","MIAMI","33176-1706","(786) 953-8750","6"
"11967994","LINDO'S HOUSE OF CARE, INC.","Assisted Living Facility","6821 SW 8TH CT","NORTH LAUDERDALE","33068","(954) 970-9915","6"
"11967995","WINNIFRED ASSISTED LIVING FACILITY","Assisted Living Facility","1361 GINZA RD NW","PALM BAY","32907","(321) 327-5776","6"
"11967998","DIVERSITY ME","Assisted Living Facility","3225 N MYRTLE AVE","JACKSONVILLE","32209","(904) 355-6819","16"
"11967999","BLUE HAVEN ASSISTED LIVING INC","Assisted Living Facility","35525 COUNTY ROAD 473","LEESBURG","34788-6161","(352) 314-0422","8"
"11968002","1 KIND HOME LLC","Assisted Living Facility","911 SW 12TH AVE # 913","MIAMI","33130-3627","(305) 285-1012","12"
"11968003","SALTERRA SENIOR LIVING AT MELBOURNE","Assisted Living Facility","964 S HARBOR CITY BLVD","MELBOURNE","32901","(321) 294-6680","165"
"11968004","ADDINGTON PLACE STUART","Assisted Living Facility","3400 SE ASTER LN","STUART","34994","(772) 223-0883","104"
"11968008","CAMERON ALF II","Assisted Living Facility","3122 W SLIGH AVE","TAMPA","33614-4607","(813) 405-8064","10"
"11968011","AMOR Y PAZ ALF INC","Assisted Living Facility","7851 NW 197TH ST","MIAMI","33015","(786) 406-3777","6"
"11968014","PLANTATION OAKS ASSISTED LIVING AND MEMORY CARE","Assisted Living Facility","23301 NW 186TH AVE","HIGH SPRINGS","32643-2110","(386) 454-0801","72"
"11968015","VISTA ALEGRE","Assisted Living Facility","6800 SW 130TH AVE","MIAMI","33183-2424","(305) 385-9348","6"
"11968017","PEACE AND CARE OF MIAMI LAKES","Assisted Living Facility","15301 DURNFORD DR","MIAMI LAKES","33014-2319","(305) 450-9457","6"
